text	label
I want to get into Business Development and was wondering if you could send my resume to your contacts .	send_resume
I am sending you the resume I told you about .	send_resume
Here 's what I sent to [PERSON] , which he has included in his e - staff presentations : * * >	send_presentation
Can you send me all the photos and I will rename them and organize them for you .	send_pictures
[PERSON] [PERSON] is so extremely busy that I very much doubt that he even noticed we never sent the presentation .	send_presentation
please clarify - do i send the presentation or not ?	send_presentation
If you are interested , send a cover letter and resume to jobs@x.com .	send_resume
Please send me the revised presentation , via e - mail , with poll questions , by 9:00 am Wednesday morning .	send_presentation
Ricardo , Could you please send me any images that you will be referencing in the online application so I can use them to create a similar look and feel for the sync version .	send_pictures
After you 've set it up , send us a link to Adithi 's pictures .	send_pictures
I can resend the resume .	send_resume
I hope that you can send me any pictures of them .	send_pictures
[PERSON] , Can you send me the SFS meeting notice for performance ? [PERSON]	send_meeting_request
I will send you changes as they occur .	send_update_changes
I am pleased to send my resume , if your interest meets .	send_resume
Here 's how to send your pictures :	send_pictures
This Week 's PR Tip One tip each week , to help you get more press coverage Want an alternative to an expensive press tour ? Follow this unique idea from Timberly Morrison of Clipper Ridge Communications of Half Moon Bay , [LOCATION] : Send your PowerPoint presentation to reporters and schedule a conference call between the reporter and your client .	send_presentation
I also sent the new one for Tuesday 's meetings .	send_meeting_request
Most recently , you sent a fax of the language we requested with one modification .	send_fax
I have sent the fax to Ashursts as requested ( original via mail ) , copy attached .	send_fax
Please send all your feedbacks to [PERSON] .	send_review
I have sent so many resumes and even attended some job fairs , still no luck .	send_resume
- Send faxes from your PC or the web - Personalized Voicemail -	send_fax
He asked for more pharma specific presentation material -- [PERSON] , what have you sent him .	send_presentation
The call in # is 1888 859 9465 ; passcode : 436239 # Please kindly send me your presentation materials prior to this call .	send_presentation
I also sent you a meeting request .	send_meeting_request
Please resend resume as it was not > attached .	send_resume
Would it be possible to just get Om to send the unified presentation ?	send_presentation
I sent these pictures to [PERSON] , too . Love , --Dad _ _ _ _ _ Get more from the Web .	send_pictures
As people fill the gaps , we will send you updates .	send_update_changes
So you can remember what I look like I sent you a recent picture of myself .	send_pictures
I will send out further updates as > appropriate .	send_update_changes
i just spoke with [PERSON] [PERSON] and he is going to sent even more changes -- i do n't know how significant the changes will be yet .	send_update_changes
i am a believer in sending the a - team to decision maker meetings .	send_meeting_request
fyi - I sent the presentation , excluding slides 21 - 25 , to be included in the conference cd .	send_presentation
Hey [PERSON] , Just wanted to send you a hello and my resume as promised long ago .	send_resume
[PERSON] , I faxed over to you this a.m. Please send me your phone number and I will Airborne the original to you today .	send_fax
Send us an email at feedback@anyday.com .	send_review
We 've networked , contacted alumni , sent out resumes -- yet something seems to be missing or wrong .	send_resume
Please send me any photos via email or a website of this location .	send_pictures
To expedite us sending you a hardcopy of the presentation , we request that you sign and return an NDA ( via fax ) .	send_presentation
I 'll send you slides by end of day .	send_presentation
[PERSON] , can you suggest a time that works for you and send meeting invitations ? ? ?	send_meeting_request
Saturday [PERSON] and [PERSON] did some errands in the morning and I went with [PERSON] to the hairdresser so she could have her hair done -she looked beautiful -she wore a pretty summer dress and her hair up -I will send you a photo soon .	send_pictures
Thanks to everyone who sent feedback .	send_review
He was a little flustered after sending Marilisa three faxes this morning with no response .	send_fax
You can send the medical papers to this fax no .	send_fax
Can you please add me to the distribution list as he mentioned that you are sending out minutes of the meeting and that I should be involved .	send_meeting_request
Will send you more updates later today if there are any more .	send_update_changes
FlashPoint 's Photivity  end - to - end digital imaging platform will provide a solution for business customers to send images from the point of capture to the Internet , using a digital camera connected to a Sprint PCS Internet - ready Phone .	send_pictures
Can I send you my resume to forward ? Thanks .	send_resume
Maybe it makes sense to send high - level or general feedback directly to me , rather than the writers .	send_review
Since this was the first meeting - I am sending the minutes - I do n't plan to do this on regular basis .	send_meeting_request
"When you 're ready to send a fax , simply drag and drop these thumbnails to your j2 Fax icon on the [LOCATION] "" Links Bar "" , and you 're done ."	send_fax
SendFax Form The SendFax Form is a customized Outlook form that enables you to send faxes from your mail client .	send_fax
I sent off my resume ...	send_resume
what up anders ! send this pic to our peeps at relaxtation -- it was taken on september 3rd 1999 ( ie .	send_pictures
I 've already sent out a meeting notice for all of us to meet next Thursday Sept 7th from 1:30 - 2:30 pm for buyoff in moving forward .	send_meeting_request
I left you a message on your cell phone this morning To confirm the meeting I sent the request for .	send_meeting_request
We will send you the presentation when finalized .	send_presentation
You can even send or forward faxes via email to people who do nt have fax hardware or software .	send_fax
I will be sending you a meeting request along with an agenda attached .	send_meeting_request
[PERSON] , Please send your resume to both prasad and me ( just reply to all ) .	send_resume
I 'll send you the updates when I receive them .	send_update_changes
I will be hiring Account Managers later this year - please send me your resume .	send_resume
Hi [PERSON] , When I spoke with [PERSON] [PERSON] this morning , he asked that we send him the presentation that includes the technical presentation ahead of time .	send_presentation
Please incorporate this matrix into your presentation and send the finalized presentation to me .	send_presentation
Feel free to send me any feedback / suggestions that will help make this document more useful for all .	send_review
You could either send me a fax or an email with a file or screen shots .	send_fax
Do we have a standard fax cover sheet for sending faxes ?	send_fax
I could not send the pictures to your Yahoo accounts .	send_pictures
Please send resumes or referrals to fpomerantz@pomerantzgroup.com .	send_resume
Can you please send me those presentation slides ? Thanks , [LOCATION] .	send_presentation
[PERSON] had sent the meeting request out for me and I ca n't update to send to you .	send_meeting_request
"Be sure to use the "" fine "" resolution setting on your fax machine when sending your documents for better image quality ."	send_fax
Everytime you try and send a fax , you get a green light ( alarm ) and the fax does NOT go through .	send_fax
Please do not send EMAIL for changes - This may > delay service !	send_update_changes
People sending faxes to your new number will not incur any long distance charges ( when calling from [LOCATION] [LOCATION] [LOCATION] ) .	send_fax
When you send a fax , Fax Sr . queues the fax for processing and creates a new folder in your mailbox named FaxStatus .	send_fax
Rather than a face - to - face meeting , I think it would be better for you to send us the possibilities based on our last meeting .	send_meeting_request
Please see below on how you may receive notification of sent faxes . 1 . Send a message to the [ FAX : STATUS ] 2 .	send_fax
Hi [PERSON] , Here I am sending modified resume .	send_resume
If you have any last minute changes as to what is currently in use , please send the change to me .	send_update_changes
[PERSON] , Send me your resume and lets chat .	send_resume
Please review and send > > your comments today .	send_review
Could you send a few pictures of earlier TiE Con ?	send_pictures
I will send the 4.0 UI slides for [PERSON] to go over with you .	send_presentation
Can you please send the features slide to [PERSON] ? Thanks , [PERSON]	send_presentation
Could you please send me your fax number so I can > fax you a non - disclosure > form for you to sign and bring back with you on > Monday .	send_fax
[PERSON] send me any slides you want to have shown while you are on the speaker phone in [LOCATION] .	send_presentation
We will continue to send these periodic updates to keep you informed on GolfLogix activities .	send_update_changes
Hello [PERSON] , Please send me the resumes for all new hires , VP or higher level .	send_resume
[PERSON] , Could you please send me the powerpoint you used at the HP seminar in [LOCATION] . Thanks .	send_presentation
Would one of you please send me the resumes for the Sitraka folks in R&D so I can work on an assimilation plan ?	send_resume
--------------- I think you forgot to send the minutes of meeting for the monday meeting .	send_meeting_request
Hi there , [PERSON] sent me these presentations .	send_presentation
Hi All , I 'm sending you my updated ( shortened - revised ) resume just in case you know someone in need of a hard worker ..	send_resume
Appreciate if you could take the help of [PERSON] and send me a fax to 011 91 40 3357871 .	send_fax
We can send in presentation format	send_presentation
Hi [PERSON] , Can you send the other pictures that we modified .	send_pictures
I need to send a presentation out via email on Monday so that [PERSON] 's staff has it before Fortunata and I call in to present it on Wednesday .	send_presentation
[PERSON] adds one caution : Ask permission BEFORE you send the PowerPoint presentation via email .	send_presentation
I send you this picture with all of my heart !	send_pictures
The FaxStatus Form also allows you to resend a failed fax , view recipient information , view the attributes of the fax such as : date of transmission , number of attempts , and number of pages sent .	send_fax
I ca n't stress the importance of a review cycle enough when sending information out to customers .	send_review
[PERSON] said you will fax me the document first and then you will send me the documents ?	send_fax
Plus number to your business associates so they can send faxes directly to your email inbox ?	send_fax
[PERSON] [PERSON] [PERSON] Could you please send me the most representative presentations on the enterprise strategy ?	send_presentation
[PERSON] - would it be possible to have you send Venk 's presentation from yesterday to [PERSON] [PERSON] and [PERSON] [PERSON] ( in [LOCATION] ) as they missed it ?	send_presentation
[PERSON] , I sent an update for an earlier time .	send_update_changes
Hi [PERSON] , Can you send us the presentation you gave to Banamex ?	send_presentation
We shall send you the status of the customer feedback later today .	send_review
I showed R&D the prototype I had built as it was easier for me to explain , but did mentioned that you guys were expanding it to add more functionality ( send fax as well as a much better interface ) .	send_fax
I am sending the email example and the slide presentation in a few moments .	send_presentation
Also , please send me your address as I would love to send some pictures of the two of you that I took ! Warm Regards ! alice -----	send_pictures
I thought I had already sent you my feedback .	send_review
Please send me the meeting detail .	send_meeting_request
Otherwise , I will send out my thoughts in a few weeks and take feedback at that time .	send_review
Can you send me his resume ? Thanks !	send_resume
Send any questions or comments to [PERSON] and [PERSON] : [PERSON] .	send_review
Regretfully , I can not send that slide out at this time as it discusses internal future plans .	send_presentation
You gon na send me your resume ?	send_resume
Kindly send me your fax number so that I can fax you her renewal form > immediately .	send_fax
He is going to send me his resume ( i do nt have it yet ) .	send_resume
Can I fax them to you and send the original ?	send_fax
Please review and send feed back .	send_review
"I will also send you a "" more traditional "" presentation ."	send_presentation
thanks [PERSON] . please send me your presentation upon completion .	send_presentation
I could n't decide which ones to send , so I sent them all ... : - ) ( I never just take one picture ...	send_pictures
We 've got a great service that lets you send faxes by email .	send_fax
I have sent the fax now .	send_fax
> > I will send you a presentation separately .	send_presentation
i have seen as ad for Oracle developers and [PERSON] going to send my resume within one or two days .	send_resume
Please send me any changes , additions , or deletions to the minutes and/or action items as required .	send_update_changes
"The Resend page allows you to resend any fax listed in the FaxStatus folder that has the status , "" Failure "" ."	send_fax
We are constantly trying to improve Unimobile for you , so please feel free to send us your recommendations , suggestions or complaints anytime at feedback@unimobile.com .	send_review
Keep sending us your comments .	send_review
Cam wants to have a rep call and send him some presentation slides ( ASAP ) on how we would approach GM .	send_presentation
Users with camera - equipped handsets take pictures of themselves , their surroundings , families , pets ( and considering the proliferation of dating services in [LOCATION] , they are probably also taking pictures that we really do nt want to know about ) and sending them to other mobile users on J - phone s 2.5 G network .	send_pictures
Yes , just send me the meeting detail and I will be there --------------------------	send_meeting_request
( Financial Times 30 Nov 99 ) http://www.ft.com/hippocampus/q2eb792.htm CURSOR SOFTWARE VIOLATES PRIVACY , SAY CRITICS Popular software made by Comet Systems that turns a Web browser 's cursor into a cartoon character or other whimsical image is also tracking users ' travels around the Net and sending reports back to Comet 's computer network .	send_pictures
[PERSON] She thought she had sent us the update ..	send_update_changes
Finally , send representative sales materials and PowerPoint presentations to better understand EP 's positioning and platform .	send_presentation
I always feel funny about sending out presentations ; especially to people I do n't know	send_presentation
I had planned to add more reviews and to send the memo out on the the 13th after I attended the World Premier on the 12th .	send_review
I 've sent the presentation and bio ; the only thing missing is the checklist ( a / v and lunch ) simply because I never received one .	send_presentation
So in the interest of time , I 'm sending a first draft of the release for your review in lieu of a phone interview .	send_review
I will send you the presentation . Regards , Helen	send_presentation
We are getting excited ... I 'll send you a picture .	send_pictures
You DO NOT need to send no picture !	send_pictures
Please send some pics of you guys !	send_pictures
[PERSON] , may you send jpegs if you already have them . thanks , Paiman	send_pictures
The phone rings , answers , then rings again when someone tries to send a fax .	send_fax
I did n't get a chance to send my pic so I figured > you > prolly would n't have met up .	send_pictures
Also , I think [PERSON] sent you a description of a black dress we have ( unfortunately we do n't have a picture ) .	send_pictures
R&D folks will help by creating demos and suggest slide content for [PERSON] , though [PERSON] is the overall presenter ( i.e. [PERSON] and invite engineers up to help but [PERSON] will create the overall presentation and facilitate the meeting ) -------------------------------------------------------------------------------------------------------------------------------- Rajeev will send out specifics ; please support both [PERSON] in her presentation to EMAS on Monday and [PERSON] in his presentation to AE , Marketing and SEs on Thursday .	send_presentation
I did send your resume to few companies I knew .	send_resume
But pls keep sending me the meeting summaries .	send_meeting_request
Morning Everyone , I hope your presentation for this Friday 's Board Meeting is ready , those of you who have not yet sent them to me .	send_presentation
Send me a picture of you two - I 'm very curious .	send_pictures
[PERSON] , I sent a reminder to WCOM and requested a fax of our latest bill .	send_fax
[PERSON] , I know that you are receiving updates from others re : the slide sets for sales training so rather than integrating my updates into an outdated slide set , I am sending you the entire updated SUN SLIDES so that you can just drag and drop them into your most recent version . Regards , Shawn [PERSON] [PERSON] AvocadoIT , Inc. 3231 Scott Blvd [LOCATION] [LOCATION] , [LOCATION] 95054	send_presentation
Please note , I would strongly prefer candidates send me their resume prior to talking with them .	send_resume
http://www.xsellsys.net/ppc Also , if you want to send us new images to use ( that could be designed in way that works better , say all in dark blue ) we could switch the images .	send_pictures
Set the subject as : QUEUE Return a list of faxes queued for sending HISTORY Return a list of fax succeses and failures STATUS x.y.z Returns information of fax entry x.y.z HELP This text Using the Customized Outlook Forms Below is a brief description of the Outlook forms povided with [PERSON] [PERSON] [PERSON] These may or may not be available to you , depending if your System Administrator has installed these forms on your Exchange Server .	send_fax
I 'm going to send him the presentation , but let him know that there may be some additional changes prior the mtg and to not hand it out .	send_presentation
I have gone through these changes with [PERSON] , and am sending the revisions to him concurrently .	send_update_changes
Sending a digital photo from a camera - equipped mobile telephone should be no more complicated than that .	send_pictures
If however you have already sent your timesheet and your name still appears , it could be that we received a bad fax transmission and either ( a ) could not read anything or it was a ( b ) blank message .	send_fax
Please send your resumes to [PERSON] at the earliest .	send_resume
We 'll send updates more regularly , and I apologize that we have n't done so up to now .	send_update_changes
Yes , there were 18 this morning - I sent the resume ones to Germana , and took the rest myself .	send_resume
We also will need to send a 4 / c hi - res photo of [PERSON] .	send_pictures
If you are unable to access the presentation via the web link or previously sent .pdf attachment , please contact client services at inquiry@metagroup.com or ( 203 ) 973 - 6700 for assistance . Regards , [PERSON] [PERSON] META Group Client Services Manager ( 203 ) 973 - 6812 jackie.coralian@metagroup.com www.metagroup.com	send_presentation
Years later , [PERSON] sends a picture of himself to his birth mother .	send_pictures
[PERSON] , Did you send out updates to dashboards ? Tnx , matt AvocadoIT , Your Business Everywhere !	send_update_changes
[PERSON] will be sending to us another version with our comments and other additional changes / information on Sunday by 5 pm our time .	send_update_changes
* Send us feedback .	send_review
I am introducing each of you at the beginning of the panel , can you send me 1 slide that talks about your company -- only 3 bullets points !	send_presentation
I just sent out the meeting request for tomorrow 's meeting .	send_meeting_request
I will send you photos .	send_pictures
Just wanted to close the loop - I sent him the presentation and reviewed it with him over the phone .	send_presentation
We sent ur photo thru mail .	send_pictures
Can I ask someone to send me a typical sales presentation , just so I can feel conversant with your positioning and pitch .	send_presentation
Here are the areas in which we need people ( eCommerce or Web - based software experience is preferred , but not required ): - Marketing ( VP , Managers , Associates ) - Sales ( VP , Senior , Inside ) - Account Management ( VP , Director , Senior ) - Business Development ( Director , Managers ) - Finance ( Controller ) - HR ( Director , [PERSON] ) Please send resumes to : ------------------ [PERSON] [PERSON] CSP , CoreMetrics 415.543.3160 at@coremetrics.com	send_resume
Share these photos online , or have Ofoto send prints directly to friends and family .	send_pictures
I 'll be putting the presentation together , so please send your input to me directly , no later than Tuesday afternoon .	send_presentation
[PERSON] , Can you send me minutes from yesterday 's SP8 meeting ?	send_meeting_request
Are there any whitepapers or technical material you could send in advance for reviewing ?	send_review
I sent you all the [LOCATION] pictures .	send_pictures
I 'll send his resume after I do some editing ...	send_resume
Now the problem is that we need the details from the three pictures at the end of each side your - business - everywhere I know that 's not really your job , but it would be very helpful for us if anyone could send us only these three pictures separately .	send_pictures
This quarter 's news goes to [PERSON] at : pete@stanfordalumni.org Please send any photos ( with a caption and indication of whether you would like the photo returned ) directly to : [PERSON] [PERSON] Stanford Graduate School of Business News and Publication Department Stanford , [LOCATION] 94305 - 5015 Phone : 650 - 725 - 3241 Thanks , [PERSON] and [PERSON] ... _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ Get Your Private , Free E - mail from MSN Hotmail at http://www.hotmail.com	send_pictures
As flashy as Japanese cell phones are , this was something very special -- a third - generation ( 3 G ) mobile phone capable of taking and sending pictures at a blistering 64Kbps . 2 .	send_pictures
[PERSON] , I sent myself a fax from the fax machine in the break area and it arrived about 10 minutes later in my inbox .	send_fax
Where did you send the fax ?	send_fax
[PERSON] / Ron - Please send Germana any slides you want distributed .	send_presentation
I will be happy to send you the new slides , but I 'm afraid I will have to hold off until after the Forum -- there are quite a few new numbers that will be released at the Forum so I can not share the presentation outside the company until after the event - is that OK with you ?	send_presentation
In this case I 'll send you the updated images .	send_pictures
keep sending us your feedbacks .	send_review
In the future , Lifeminders plans to send satellite pictures for 3 G phones as the weather is occurring .	send_pictures
( My dad says he s going back for 2 months next fall  hmmmm ) Also , I am finally sending some pictures to you .	send_pictures
The combination of these two products allow users to send faxes directly from any Microsoft Windows application on their PCs as reliably and easily as printing to a network printer , confirming that intelligent fax boards are the most obvious choice for small businesses .	send_fax
[PERSON] , Yes , please send these presentations to [PERSON] and myself and let us know when you need us to get back to you .	send_presentation
I will be sending them our comments by 5 pm EST .	send_review
[PERSON] , Could you please set up a 30 minute meeting with [PERSON] , [PERSON] , [PERSON] [PERSON] , and myself tomorrow ( Thursday ) if possible , to discuss whether Professional Services or IT needs to send someone to ThinAir Apps training ? Thanks , [PERSON] .	send_meeting_request
To send a long distance fax , dial 9 + 1+area code+fax number .	send_fax
If he passes all phone interviews then I 'll send you his resume too .	send_resume
I promised to send him some presentations as well .	send_presentation
Perhaps you can send some photos if available .	send_pictures
Hi [PERSON] , I asked regarding sending you the roadmap slide .	send_presentation
Several companies now offer web - based products and services that allow a presenter to send PowerPoint slide presentations to any number of people for viewing at their desks or in a meeting room .	send_presentation
* * As you may have noticed , we will send all interview schedules and resumes via email instead of dropping them off at your desk like before .	send_resume
and send an internal stage 1 review with [PERSON] , [PERSON] , [LOCATION] , [PERSON] , and [PERSON] .	send_review
[PERSON] , I am sending you [PERSON] 's mobile picture .	send_pictures
Photo Collage I am sending the page that i put all 10 suggested stock photo images , you do n't have to use all the images , but these are some suggstions ,	send_pictures
I keep forgetting to send resume to you	send_resume
I will send you the presentation with their logo inserted .	send_presentation
Sign and send faxes without printing .	send_fax
[PERSON] , Let me add my slides and send the whole thing back to you .	send_presentation
I noticed you sent the photos to our old address .	send_pictures
I will be sending an update on that later .	send_update_changes
a person makes phone calls and sends faxes .	send_fax
[PERSON] to send reviews and resumes ( done ) .	send_resume
If you know someone , please send their resume to [PERSON] [PERSON] , Technical Recruiting Manager .	send_resume
Hi [PERSON] , Alaska Air sent you a SOW fax .	send_fax
Technologic sent me a fax today reminding me that the photograph needs to be sent right away .	send_fax
Hey [PERSON] , I have been sending out resumes and meeting with people to try and secure a new position .	send_resume
I sent HR an update .	send_update_changes
November 9 , 2000 GOLFLOGIX - BUSINESS UPDATES We will be sending you these periodic updates to keep you informed on GolfLogix activities .	send_update_changes
We sent a faxed reminder on February 11th . .	send_fax
Send us an email to receive a free review pack and further details on the report , MIdirectory@mobile-metrix.com .	send_review
Send names of individuals running the mCommerce Workshops so you may instruct them how to update their presentations .	send_presentation
But I thought of sending this one slide which I think is most important to all of us .	send_presentation
I will just send the generalized presentation not customized for GM and then go from there .	send_presentation
I also sent a meeting request .	send_meeting_request
Per our conversation , I am sending you the updated powerpoint presentation .	send_presentation
Can we do something about it , [PERSON] is sending a write up on the site changes happened since we started this project .	send_update_changes
Why do nt you send the resume to me and i will pass it along . -mamta	send_resume
They sent faxes .	send_fax
> > I am sending you a set of slides on metal - filling / density - checking that > I prepared for [LOCATION] [LOCATION] [LOCATION] [LOCATION] meeting with TSMC .	send_presentation
Send me your feedback . thanks , [PERSON]	send_review
Yer sent me the meeting notice for 10:00 .	send_meeting_request
The fax number is ( 650)233 - 4545 to send signatures back to me .	send_fax
We need to send them slides .	send_presentation
I was going to send you powerpoint slides but figured it would be easier for you to cut / paste / edit .	send_presentation
Please send your resume and I 'll forward to appropriate people .	send_resume
We will send an electronic presentation to your sales group beforehand and schedule a conference call to present .	send_presentation
"Send documents as faxes and have them "" printed "" to the nearest fax machine ."	send_fax
[PERSON] , Could you please send the HP seminar presentation slides to [PERSON] [PERSON] at HP for Georgia Pacific .	send_presentation
Send your comments / feedback asap .	send_review
* This morning I heard an outside fax coming in through the phone ( I recognized the phone number on the caller ID ) at approximately 7:30 am , but it did not arrive in my computer until around 9:10 am * I also sent myself a fax from the fax machine in the break area around 7:30 am or so , and it still has not arrived .	send_fax
Will send updated slides by tomorrow morning your time .	send_presentation
I 'll send you some slides , too .	send_presentation
I 'll send more pictures later ... > > Take care , > >	send_pictures
Send your feedback to me no later than 2:00 PM tomorrow .	send_review
It will help me if you can review the document and send me your comments / suggestions .	send_review
You can send faxes from your computer .	send_fax
I already sent out a meeting request .	send_meeting_request
I will send a powerpoint presentation to you next week .	send_presentation
[PERSON] , please send the presentation .	send_presentation
[PERSON] , can you also send me the powerpoint presentation with product information in it to forward to her .	send_presentation
The ability to send sound and pictures via the mobile phone will drive the uptake of faster Internet handsets in Asia Pacific , research group Gartner said on Tuesday .	send_pictures
Is he sending slides to me ? Best , [PERSON] [PERSON] ( 212 ) 272 - 3190	send_presentation
We agreed that I send to you 2 presentations first thing in the morning this Monday .	send_presentation
Tomorrow the customer will send the presentation .	send_presentation
Will you be sending weekly minutes from these meetings ?	send_meeting_request
yeah send me pictures ....	send_pictures
It would be nice if you could pl provide us with your current requirments so that we can send you appropriate resumes matching those requirements .	send_resume
Any way that you guys can put together a powerpoint template for us ? Also send us gifs or whatever of the graphics / photos so that we can utilize them in our presentations ?	send_presentation
I 've sent you a meeting request for We d.	send_meeting_request
Aim p.s . Steph and [PERSON] , can you please send me any pics you have of JC , [PERSON] , Me or [PERSON] .	send_pictures
[PERSON] , I am sending the resumes to you as I am going through my 500 some odd emails .	send_resume
This is because of the following - i find myself frequently canceling the monday group meetings due to lack of updates - we are all busy now and one less meeting to attend is a good thing [PERSON] , Nathan I 'll send you the invite for the tuesday meetings .	send_meeting_request
Would it be possible for you to send the presentation via email so that I can forward it on ? Thanks again , [PERSON] -- [PERSON] [PERSON] Applications Manager AvocadoIT	send_presentation
I will be sending out meeting requests within 5 minutes .	send_meeting_request
Here I am sending my resume as attachment as per your suggestion .	send_resume
AT A MINIMUM , please send the presentation from last week ASAP , or preferably , your revised presentation to me before noon CST on Wednesday .	send_presentation
I will resend you a copy now to your fax : 408 - 562 - 8100 , with [PERSON] 's signature and then will forward you a soft copy .	send_fax
[PERSON] has been sent a press kit and a copy of your presentation .	send_presentation
Hi Mr. [PERSON] , I just want to briefly ask you wether it is feasible to send us the presentations used during our Friday meeting last week .	send_presentation
Do you want me to send you my resume ?	send_resume
Ca n't do Mon pm Have sent a meeting maker for tues at 11.00 , let me know .	send_meeting_request
